Date/Time,BLOCK TESTBLOCK STOREY 0:Zone Mean Air Temperature [C](Hourly),BLOCK TESTBLOCK STOREY 1:Zone Mean Air Temperature [C](Hourly) 
 01/11  12:00:00,10.35891851090857,4.08849030980008 
 01/11  13:00:00,10.483398936372112,4.19946507533671 
 01/11  14:00:00,10.644875427910137,4.4080581377132959 
 01/11  15:00:00,10.714526422600122,4.543741447847143 
 01/11  16:00:00,10.86015555958812,4.753398421583994 
 01/11  17:00:00,10.754515092022775,4.691379237037305 
 01/11  18:00:00,10.282662726228037,4.218506059898348 
 01/11  19:00:00,9.90001354663728,3.9008317792214539 
 01/11  20:00:00,9.66081256370108,3.7322910275925116 
 01/11  21:00:00,9.45940764016204,3.57845738237422 
 01/11  22:00:00,9.30254885064654,3.422521193231284 
 01/11  23:00:00,9.183508093438319,3.275339112080313 
 01/11  24:00:00,9.0612438267794,3.114992634768035 
 01/12  01:00:00,8.875298218110292,2.894761284308363 
 01/12  02:00:00,8.655517689353716,2.6372540258327437 
 01/12  03:00:00,8.442011502119515,2.374481216651446 
 01/12  04:00:00,8.294584961914753,2.161252328585116 
 01/12  05:00:00,8.177366644560437,1.9681712700511028 
 01/12  06:00:00,8.058019113452558,1.770080845259476 
 01/12  07:00:00,7.958928458747422,1.6040625980733488 
 01/12  08:00:00,7.886645845839327,1.4628836533102823 
 01/12  09:00:00,8.063722086501139,1.5966367309467698 
 01/12  10:00:00,9.827620322294229,3.2563600577538605 
 01/12  11:00:00,11.335753897631707,4.98587024336147 
 01/12  12:00:00,12.321014376156299,6.093334554741033 
 01/12  13:00:00,13.234454092204113,7.088442402425844 
 01/12  14:00:00,13.832288392241614,7.874105058805508 
 01/12  15:00:00,14.587981834010778,8.7895119864049 
 01/12  16:00:00,14.666790542503538,9.05215923327566 
 01/12  17:00:00,13.926833367205808,8.407395982239346 
 01/12  18:00:00,12.903870657514102,7.56177596053732 
 01/12  19:00:00,12.40806330711392,7.221963171229923 
 01/12  20:00:00,12.079150515420374,7.026093235261464 
 01/12  21:00:00,11.728279873988165,6.794173100249475 
 01/12  22:00:00,11.498367057727501,6.663332973916733 
 01/12  23:00:00,11.292880220838577,6.5295844750174949 
 01/12  24:00:00,11.089008084263682,6.364375657821345 
 01/13  01:00:00,10.9167021395416,6.190149732193672 
 01/13  02:00:00,10.782604610887044,6.025732328553832 
 01/13  03:00:00,10.66142107420268,5.861519830280373 
 01/13  04:00:00,10.548000256000803,5.709353684286305 
 01/13  05:00:00,10.455965883900469,5.572371228676403 
 01/13  06:00:00,10.373263023415161,5.437536876789165 
 01/13  07:00:00,10.289663621727934,5.299122532526586 
 01/13  08:00:00,10.22580160696071,5.172777858963327 
 01/13  09:00:00,10.216947293511206,5.108908559728892 
 01/13  10:00:00,10.655768900802169,5.503726385766665 
 01/13  11:00:00,11.228148002089008,5.989985823383278 
 01/13  12:00:00,11.901884605776934,6.583245992148759 
